BioSample	isolation_country	collection_year	tag
SAMEA1964552			ncbi
SAMN13194771	DR Congo	2018	ncbi
SAMEA104718709	Netherlands	2016	ncbi
SAMEA5561834			ncbi
SAMEA104447004	Denmark	1999	ncbi
SAMEA1556580	Malawi	2008	ncbi
SAMEA1405943			ncbi
SAMEA3671252			ncbi
SAMEA5561452			ncbi
SAMN05575045	South Africa	2012	ncbi
SAMEA2783105			ncbi
SAMEA104447423	Denmark	2010	ncbi
SAMEA3374937			ncbi
SAMN08912775			ncbi
SAMN10742631	United States	2018	ncbi
SAMN05576168	South Africa	2013	ncbi
SAMN08709260			ncbi
SAMEA3231546	Argentina	2013	ncbi
SAMEA1465970	Malawi	2009	ncbi
SAMN08708834			ncbi
SAMEA5330388	Mexico		ncbi
SAMN05576732	South Africa	2013	ncbi
SAMEA5076122			ncbi
SAMN08708866			ncbi
SAMN08626269	China	2007	ncbi
SAMN08992116			ncbi
SAMN06849016	Romania	2015	ncbi
SAMN08795245			ncbi
SAMEA4798626	DR Congo	2005	ncbi
SAMN08376354	Indonesia	2011	ncbi
SAMN00621339			ncbi
SAMN08629579			ncbi
SAMN02739567	Thailand		ncbi
SAMEA5561652			ncbi
SAMN07659386	United Kingdom	2016	ncbi
SAMN13194145	DR Congo	2018	ncbi
SAMEA104362249			ncbi
SAMEA5190494	Tunisia	2014	ncbi
SAMEA104153450	United Kingdom	2016	ncbi
SAMN08732339			ncbi
SAMEA5562204			ncbi
SAMN07661268	Australia	2010	ncbi
SAMN08612814			ncbi
SAMN07373583	Canada		ncbi
SAMEA104718673	Netherlands	2016	ncbi
SAMEA104718487	Netherlands	2016	ncbi
SAMN07999044	China	2013	ncbi
SAMEA104362340			ncbi
SAMN02739530	United States		ncbi
SAMEA104718461	Netherlands	2016	ncbi
SAMN08214931	Canada	2006	ncbi
SAMEA4242235			ncbi
SAMEA104718791	Netherlands	2016	ncbi
SAMN05575674	South Africa	2013	ncbi
SAMN13195307	DR Congo	2018	ncbi
SAMN05577188	South Africa	2013	ncbi
SAMN08795068			ncbi
SAMN06055737	Vietnam	2009	ncbi
SAMN12389171	Hong Kong		ncbi
SAMEA2661032			ncbi
SAMEA1556727	Malawi	2006	ncbi
SAMN03246261	China	2007	ncbi
SAMN12551388	China	2014	ncbi
SAMN09100158	United Kingdom	2016	ncbi
SAMEA1574200			ncbi
SAMN03263123	China	2011	ncbi
SAMEA2342275			ncbi
SAMEA4242311			ncbi
SAMN13194529	DR Congo	2018	ncbi
SAMN07766142	Canada	2009	ncbi
SAMN07956573	Russia	2014	ncbi
SAMEA3252104			ncbi
SAMD00029474	Japan	2014	ncbi
SAMN04385730	Djibouti	2014	ncbi
SAMN13194749	DR Congo	2018	ncbi
SAMEA1530654	Malawi	1995	ncbi
SAMN05575743	South Africa	2013	ncbi
SAMEA2783186			ncbi
SAMN04452535	United Kingdom	2015	ncbi
SAMEA4798712	DR Congo	2007	ncbi
SAMEA5569695			ncbi
SAMEA5562144			ncbi
SAMN13169538	Moldova	2014	ncbi
SAMEA104362438			ncbi
SAMN04009433			ncbi
SAMN06055923	Vietnam	2009	ncbi
SAMEA5282468			ncbi
SAMEA104362183			ncbi
SAMN08794927			ncbi
SAMEA1019065	United Kingdom	2004	ncbi
SAMEA5569757			ncbi
SAMEA5561913			ncbi
SAMN08708930			ncbi
SAMEA104326168			ncbi
SAMN11265309			ncbi
SAMN05576733	South Africa	2013	ncbi
SAMEA1929778			ncbi
SAMEA1707138			ncbi
SAMN03246413	China	2007	ncbi
SAMN06055462	Vietnam	2009	ncbi
SAMN05172799	Moldova	2012	ncbi
SAMN04633318	Moldova	2015	ncbi
SAMN06092569	Vietnam	2010	ncbi
SAMN08795364			ncbi
SAMN05172856	Moldova	2013	ncbi
SAMN07765875	Canada	2005	ncbi
SAMN11489230	South Korea	2002	ncbi
SAMN09100246	United Kingdom	2017	ncbi
SAMN10663293	India	2016	ncbi
SAMN13194676	DR Congo	2018	ncbi
SAMEA1707898			ncbi
SAMN10663244	India	2017	ncbi
SAMEA104447370	Denmark	2009	ncbi
SAMEA3671254			ncbi
SAMEA5561609			ncbi
SAMN08708971			ncbi
SAMN07999087	China	2013	ncbi
SAMEA2710775			ncbi
SAMN02594467	United States	2013	ncbi
SAMEA104357506	China	2007	ncbi
SAMN05576226	South Africa	2013	ncbi
SAMEA1469513	Russia	2009	ncbi
SAMEA1573044			ncbi
SAMN08795080			ncbi
SAMN07660019	United Kingdom	2016	ncbi
SAMN08214834	Canada	2005	ncbi
SAMN05576939	South Africa	2013	ncbi
SAMEA5076109			ncbi
SAMEA95454418	South Africa	2010	ncbi
SAMN08637015	Moldova	2012	ncbi
SAMEA3374842			ncbi
SAMN05576439	South Africa	2013	ncbi
SAMN07373376	Canada		ncbi
SAMEA5561573			ncbi
SAMN08629316			ncbi
SAMN08626083	China	2007	ncbi
SAMEA104718877	Netherlands	2016	ncbi
SAMN04452638	United Kingdom	2015	ncbi
SAMN08708624			ncbi
SAMEA104447230	Denmark	2006	ncbi
SAMEA1556881	Malawi	2005	ncbi
SAMEA5569771			ncbi
SAMEA104718883	Netherlands	2016	ncbi
SAMEA3558596			ncbi
SAMEA2025250			ncbi
SAMN07373589	Canada		ncbi
SAMN08215115	Canada	2009	ncbi
SAMEA5542190			ncbi
SAMN05577106	South Africa	2013	ncbi
SAMEA1877207			ncbi
SAMN03246572	China	2007	ncbi
SAMN08215182	Canada	2009	ncbi
SAMEA2342322			ncbi
SAMEA1556571	Malawi	2005	ncbi
SAMEA1530963	Malawi	1996	ncbi
SAMEA5569908			ncbi
SAMEA3139825			ncbi
SAMEA3715395			ncbi
SAMEA5282476			ncbi
SAMEA5561691			ncbi
SAMN06055783	Vietnam	2009	ncbi
SAMEA104398482			ncbi
SAMEA919897			ncbi
SAMN13169688	Moldova	2015	ncbi
SAMN09651791	Georgia	2007	ncbi
SAMN05577062	South Africa	2013	ncbi
SAMN09399440	Azerbaijan	2017	ncbi
SAMEA5282495			ncbi
SAMN13195262	DR Congo	2018	ncbi
SAMEA4975645			ncbi
SAMN09756166	Moldova	2013	ncbi
SAMN00621422			ncbi
SAMN07766007	Canada	2007	ncbi
SAMN08708399			ncbi
SAMEA1556614	Malawi	2007	ncbi
SAMEA1403664	Russia	2009	ncbi
SAMEA4441483	South Africa	2010	ncbi
SAMN09755608			ncbi
SAMN08626011	China	2007	ncbi
SAMEA104718828	Netherlands	2016	ncbi
SAMEA3558262			ncbi
SAMD00117925	Japan	2015	ncbi
SAMEA2783275			ncbi
SAMN00013139			ncbi
SAMN10462518	Papua New Guinea		ncbi
SAMN09425858	Peru		ncbi
SAMEA1015978	Russia	2009	ncbi
SAMN04365149			ncbi
SAMN08143537	Azerbaijan	2016	ncbi
SAMEA5282351			ncbi
SAMN06845958	Russia	2013	ncbi
SAMEA1469488	Russia	2009	ncbi
SAMN06221130	India	2008	ncbi
SAMN07765977	Canada	2007	ncbi
SAMEA104390540	Norway	2015	ncbi
SAMN08629006			ncbi
SAMEA23787418	South Africa		ncbi
SAMEA5570010			ncbi
SAMN04385673	Tajikistan		ncbi
SAMEA2783626			ncbi
SAMEA4269382			ncbi
SAMEA5047391			ncbi
SAMEA104718641	Netherlands	2016	ncbi
SAMEA1575420			ncbi
SAMN05575194	South Africa	2013	ncbi
SAMEA1556621	Malawi	2008	ncbi
SAMEA3921019	China	2009	ncbi
SAMEA5562412			ncbi
SAMEA1877280			ncbi
SAMN05577083	South Africa	2013	ncbi
SAMN06845981	Thailand	2013	ncbi
SAMN04452474	United Kingdom	2015	ncbi
SAMEA1556821	Malawi	2006	ncbi
SAMEA1707287	Russia	2008	ncbi
SAMN13169482	Moldova	2015	ncbi
SAMN10060529	Italy	2015	ncbi
SAMN08379859			ncbi
SAMN09101715	United Kingdom	2016	ncbi
SAMEA5056403	Portugal	2013	ncbi
SAMEA104606030			ncbi
SAMN05576814	South Africa	2013	ncbi
SAMEA4774488			ncbi
SAMN09715504	Romania	2016	ncbi
SAMEA3374858	Sweden		ncbi
SAMN08629476			ncbi
SAMN09102186	United Kingdom	2014	ncbi
SAMN06221117	India	2008	ncbi
SAMEA3558452			ncbi
SAMN08629566			ncbi
SAMN06210035	Moldova	2015	ncbi
SAMEA104685064			ncbi
SAMEA2267020			ncbi
SAMEA5047386			ncbi
SAMN05577545	South Africa	2013	ncbi
SAMEA2785434			ncbi
SAMEA1904073			ncbi
SAMEA5606691			ncbi
SAMEA1885974			ncbi
SAMN08376196	Indonesia	2014	ncbi
SAMN08214937	Canada	2006	ncbi
SAMEA1403755			ncbi
SAMN12551143	China	2017	ncbi
SAMEA5561602			ncbi
SAMN05577669	South Africa	2013	ncbi
SAMEA104718536	Netherlands	2016	ncbi
SAMEA3558324			ncbi
SAMN13195157	DR Congo	2018	ncbi
SAMEA4100313			ncbi
SAMEA3875798	Canada	2009	ncbi
SAMN05276454	United Kingdom	2015	ncbi
SAMEA4774473			ncbi
SAMEA5366575			ncbi
SAMN09914684	Moldova	2013	ncbi
SAMEA3671249			ncbi
SAMN08851385	United States	2018	ncbi
SAMN09984782	Sri Lanka	2015	ncbi
SAMN03246637	China	2007	ncbi
SAMN05575439	South Africa	2013	ncbi
SAMN05172757	Moldova	2013	ncbi
SAMEA2025865			ncbi
SAMN08383168	Portugal	2014	ncbi
SAMN13194270	DR Congo	2018	ncbi
SAMN10462522	Papua New Guinea		ncbi
SAMEA2710697			ncbi
SAMN06854753			ncbi
SAMN06854752			ncbi
SAMN08612996			ncbi
SAMN03246493	China	2007	ncbi
SAMEA1018928	United Kingdom	2002	ncbi
SAMN06091849	Vietnam	2011	ncbi
SAMEA2782885			ncbi
SAMEA5569514			ncbi
SAMEA4752950			ncbi
SAMEA1708245	Malawi	2001	ncbi
SAMN13051692	Kazakhstan	2018	ncbi
SAMEA2025475			ncbi
SAMN08795081			ncbi
SAMEA1556534	Malawi	2002	ncbi
SAMEA2660988			ncbi
SAMEA95448418	South Africa	2009	ncbi
SAMN08629561			ncbi
SAMEA1300407			ncbi
SAMEA2267055			ncbi
SAMEA2419091	Switzerland		ncbi
SAMEA4501317	Nigeria	2012	ncbi
SAMEA5542162			ncbi
SAMN08708426			ncbi
SAMN08626126	China	2007	ncbi
SAMN06854741			ncbi
SAMN09099682	United Kingdom	2016	ncbi
SAMN05575931	South Africa	2013	ncbi
SAMEA4241853			ncbi
SAMN13051699	Kazakhstan	2017	ncbi
SAMEA5561976			ncbi
SAMN08709099			ncbi
SAMEA5561747			ncbi
SAMN03648460			ncbi
SAMN09100487	United Kingdom	2017	ncbi
SAMEA3671583			ncbi
SAMEA104362486			ncbi
SAMEA213596			ncbi
SAMN12551229	China	2013	ncbi
SAMN04452616	United Kingdom	2015	ncbi
SAMEA5569871			ncbi
SAMN00621165			ncbi
SAMEA2710725			ncbi
SAMEA3182823			ncbi
SAMN08626125	China	2007	ncbi
SAMEA2042181			ncbi
SAMN09100474	United Kingdom	2015	ncbi
SAMN08637007	Moldova	2016	ncbi
SAMD00117770	Japan	2012	ncbi
SAMEA3558574			ncbi
SAMEA104447309	Denmark	2008	ncbi
SAMN08708185			ncbi
SAMEA104036020	Ireland	2004	ncbi
SAMN09102377	United Kingdom	2016	ncbi
SAMEA4798903	DR Congo	2009	ncbi
SAMN09764547			ncbi
SAMN10593073	Russia	2017	ncbi
SAMEA4798929	DR Congo	2009	ncbi
SAMN00621456			ncbi
SAMN08851394	United States	2018	ncbi
SAMEA1876336			ncbi
SAMN03287569	Guatemala	2010	ncbi
SAMN08708988			ncbi
SAMN13051669	Kazakhstan	2018	ncbi
SAMEA5977454	Portugal	2019	ncbi
SAMEA95495668	South Africa	2010	ncbi
SAMEA2266998			ncbi
SAMEA1688591	Malawi	2010	ncbi
SAMEA4241993			ncbi
SAMN00621272			ncbi
SAMD00029533	Japan	2008	ncbi
SAMN07766275	Canada	2011	ncbi
SAMD00117910	Japan	2016	ncbi
SAMN00621479			ncbi
SAMEA1556688	Malawi	2005	ncbi
SAMN07236230	Thailand	2009	ncbi
SAMEA3671394			ncbi
SAMN08709274			ncbi
SAMN13194917	DR Congo	2018	ncbi
SAMEA95467168	South Africa	2011	ncbi
SAMEA3281369	Argentina	2009	ncbi
SAMEA104447148	Denmark	2004	ncbi
SAMN05576216	South Africa	2013	ncbi
SAMN06221308	Philippines	2005	ncbi
SAMN03263104	China	2010	ncbi
SAMEA897847	Malawi	1997	ncbi
SAMN03018382	Canada	2008	ncbi
SAMN08709222			ncbi
SAMEA104447114	Denmark	2003	ncbi
SAMN09101712	United Kingdom	2017	ncbi
SAMN06221218	Moldova	2009	ncbi
SAMEA104362339			ncbi
SAMN08629082			ncbi
SAMEA104685069			ncbi
SAMN08912934			ncbi
SAMEA104027328	Denmark	1996	ncbi
SAMN06055958	Vietnam	2009	ncbi
SAMEA1576923			ncbi
SAMN05576372	South Africa	2013	ncbi
SAMEA1575765			ncbi
SAMN08214935	Canada	2006	ncbi
SAMN06210021	Moldova	2015	ncbi
SAMN07344525	Djibouti		ncbi
SAMEA5626264			ncbi
SAMN08612693			ncbi
SAMEA1569311	Malawi	2005	ncbi
SAMN06221106	India	2007	ncbi
SAMN05575081	South Africa	2012	ncbi
SAMEA5542179			ncbi
SAMN05576152	South Africa	2013	ncbi
SAMD00117917	Japan	2003	ncbi
SAMN08795352			ncbi
SAMEA5562047			ncbi
SAMEA5561442			ncbi
SAMEA4101532			ncbi
SAMN08379996			ncbi
SAMN13194524	DR Congo	2018	ncbi
SAMN05576422	South Africa	2013	ncbi
SAMN09914739	Moldova	2014	ncbi
SAMEA1530623	Malawi	2001	ncbi
SAMN09102415	United Kingdom	2016	ncbi
SAMEA5330412	Mexico		ncbi
SAMEA5542064			ncbi
SAMEA2177717			ncbi
SAMN03246633	China	2007	ncbi
SAMN09102441	United Kingdom	2015	ncbi
SAMEA1016066	Russia	2009	ncbi
SAMN04407899	Canada	2007	ncbi
SAMN13051713	Kazakhstan	2017	ncbi
SAMEA104362151			ncbi
SAMEA4975684			ncbi
SAMN00621630			ncbi
SAMEA104153416	United Kingdom	2016	ncbi
SAMN04396833	India	2009	ncbi
SAMEA5190484	Tunisia	2015	ncbi
SAMN12787873	Iran	2015	ncbi
SAMN09625641	United States	2013	ncbi
SAMN03453592	United States	2014	ncbi
SAMN08612810			ncbi
SAMN09100155	United Kingdom	2016	ncbi
SAMN06055667	Vietnam	2009	ncbi
SAMN06055754	Vietnam	2009	ncbi
SAMN06092157	Vietnam	2010	ncbi
SAMN12551214	China	2018	ncbi
SAMEA3374747			ncbi
SAMEA95527918	South Africa	2008	ncbi
SAMN13195275	DR Congo	2018	ncbi
SAMEA2007351			ncbi
SAMN08795288			ncbi
SAMN08629077			ncbi
SAMN13051665	Kazakhstan	2018	ncbi
SAMEA1403896	Russia	2008	ncbi
SAMEA3715537			ncbi
SAMEA2661023			ncbi
SAMN08376168	Indonesia	2014	ncbi
SAMEA2782954			ncbi
SAMN09425841	Switzerland		ncbi
SAMN09425789	Switzerland		ncbi
SAMN12551199	China	2017	ncbi
SAMN09867665	South Africa	2016	ncbi
SAMEA5562519			ncbi
SAMEA104685083			ncbi
SAMEA5561464			ncbi
SAMN09756145	Moldova	2014	ncbi
SAMEA5076081			ncbi
SAMN04114994	India	2010	ncbi
SAMEA3448393			ncbi
SAMEA104684907			ncbi
SAMN10517938			ncbi
SAMN09099704	United Kingdom	2013	ncbi
SAMEA4798718	DR Congo	2007	ncbi
SAMN06055544	Vietnam	2009	ncbi
SAMN07373395	Canada		ncbi
SAMEA1707196	Russia	2009	ncbi
SAMN00013101			ncbi
SAMN08379902			ncbi
SAMEA95440168	South Africa	2011	ncbi
SAMEA2710827			ncbi
SAMN04330042	Namibia		ncbi
SAMN09380080	Brazil	2011	ncbi
SAMN13194740	DR Congo	2018	ncbi
SAMEA104447497	Denmark	2011	ncbi
SAMEA1708265	Malawi	2004	ncbi
SAMEA1019079			ncbi
SAMN12787875	Iran	2017	ncbi
SAMEA1405965			ncbi
SAMN07766280	Canada	2011	ncbi
SAMEA860768			ncbi
SAMEA5607317		2016	ncbi
SAMEA1569200	Malawi	2001	ncbi
SAMEA104684974			ncbi
SAMN02899086	South Korea	2010	ncbi
SAMEA104447122	Denmark	2003	ncbi
SAMEA919881			ncbi
SAMEA104390579	Norway	2007	ncbi
SAMN02594481	United States	2013	ncbi
SAMN07766380	Canada	2013	ncbi
SAMN08851363	United States	2018	ncbi
SAMN09100226	United Kingdom	2017	ncbi
SAMN08619642	Botswana		ncbi
SAMN12551194	China	2017	ncbi
SAMEA4269419			ncbi
SAMEA1016153			ncbi
SAMN13195369	DR Congo	2018	ncbi
SAMEA5561829			ncbi
SAMN07956607	Russia	2014	ncbi
SAMN09685338	Uganda	2010	ncbi
SAMN08913128			ncbi
SAMN03246671	China	2007	ncbi
SAMN13194163	DR Congo	2018	ncbi
SAMN09099778	United Kingdom	2016	ncbi
SAMEA104446936	Denmark	1996	ncbi
SAMN09099942	United Kingdom	2017	ncbi
SAMN09651767	Georgia	2012	ncbi
SAMEA4744363	Brazil	2010	ncbi
SAMN07766471	Canada	2014	ncbi
SAMN13169687	Moldova	2018	ncbi
SAMEA2419080	Switzerland		ncbi
SAMEA1403713	Russia	2008	ncbi
SAMN07999028	China	2012	ncbi
SAMN10448614	Vietnam	2015	ncbi
SAMEA1406150			ncbi
SAMEA4241812			ncbi
SAMN08629148			ncbi
SAMEA838006	Russia	2008	ncbi
SAMEA5542041			ncbi
SAMN08215351	Canada	2012	ncbi
SAMEA1556802	Malawi	2005	ncbi
SAMN05575805	South Africa	2013	ncbi
SAMN08436300			ncbi
SAMN09867666	South Africa	2016	ncbi
SAMN06055772	Vietnam	2009	ncbi
SAMN08912876			ncbi
SAMN07344703	Djibouti		ncbi
SAMN05576460	South Africa	2013	ncbi
SAMEA4744291	Brazil	2012	ncbi
SAMN08912880			ncbi
SAMN07344590	Djibouti		ncbi
SAMEA5569667			ncbi
SAMN07344604	Djibouti		ncbi
SAMEA1405951			ncbi
SAMEA1876331			ncbi
SAMEA4975660			ncbi
SAMEA3715411			ncbi
SAMN13194635	DR Congo	2018	ncbi
SAMN09099775	United Kingdom	2014	ncbi
SAMEA1929735			ncbi
SAMN03246639	China	2007	ncbi
SAMEA4473420			ncbi
SAMN13195135	DR Congo	2018	ncbi
SAMEA4744427	Brazil	2006	ncbi
SAMN06846048	Thailand	2013	ncbi
SAMEA104362120			ncbi
SAMEA104362185			ncbi
SAMEA4744479	Brazil	2010	ncbi
SAMEA1465969	Malawi	2009	ncbi
SAMN13194144	DR Congo	2018	ncbi
SAMEA4441466	South Africa	2010	ncbi
SAMN08708592			ncbi
SAMN12492978	Canada	2016	ncbi
SAMN08379919			ncbi
SAMEA3558675			ncbi
SAMEA95423668	South Africa	2010	ncbi
SAMEA3281367	Argentina	2009	ncbi
SAMEA2783061			ncbi
SAMD00029423	Japan	2013	ncbi
SAMN07236094	Thailand	2010	ncbi
SAMN09100057	United Kingdom	2016	ncbi
SAMN09102376	United Kingdom	2017	ncbi
SAMEA104398419			ncbi
SAMN12389211	Hong Kong		ncbi
SAMEA5366622			ncbi
SAMN08629062			ncbi
SAMN04452472	United Kingdom	2015	ncbi
SAMEA3512749			ncbi
SAMEA4241945			ncbi
SAMEA104362404			ncbi
SAMEA2783619			ncbi
SAMEA1877116			ncbi
SAMN08629019			ncbi
SAMN07251270	Thailand	2005	ncbi
SAMEA5561740			ncbi
SAMN05576952	South Africa	2013	ncbi
SAMN02904802	Canada	2011	ncbi
SAMN05575988	South Africa	2013	ncbi
SAMEA1708470	Malawi	2000	ncbi
SAMEA104153478	United Kingdom	2016	ncbi
SAMEA3231756	Argentina	2013	ncbi
SAMN09756311	Moldova	2014	ncbi
SAMN08912857			ncbi
SAMEA3558647			ncbi
SAMEA104447387	Denmark	2009	ncbi
SAMN13264553	Kazakhstan	2018	ncbi
SAMN05577424	South Africa	2013	ncbi
SAMN11489213	South Korea	2002	ncbi
SAMEA5562124			ncbi
SAMEA5662669	South Africa	1996	ncbi
SAMEA2027399			ncbi
SAMN08636989	Moldova	2014	ncbi
SAMEA1469530			ncbi
SAMN06091845	Vietnam	2011	ncbi
SAMEA3558360			ncbi
SAMN09651673	Georgia	2011	ncbi
SAMEA4975735			ncbi
SAMN13194481	DR Congo	2018	ncbi
SAMEA5329277			ncbi
SAMN09914647	Moldova	2014	ncbi
SAMN07659840	United Kingdom	2016	ncbi
SAMEA104447463	Denmark	2010	ncbi
SAMN09099608	United Kingdom	2011	ncbi
SAMEA242205			ncbi
SAMEA1016013	Russia	2009	ncbi
SAMEA1016146	Russia	2009	ncbi
SAMN09625676	United States	2009	ncbi
SAMEA1556624	Malawi	1998	ncbi
SAMN10462534	Kenya		ncbi
SAMN13264551	Kazakhstan	2018	ncbi
SAMEA5569857			ncbi
SAMEA4798689	DR Congo	2006	ncbi
SAMEA5330420	Mexico		ncbi
SAMEA1569164	Malawi	1997	ncbi
SAMN07766117	Canada	2009	ncbi
SAMEA5056410	Portugal	2014	ncbi
SAMEA1574846			ncbi
SAMN05576413	South Africa	2013	ncbi
SAMN13051662	Kazakhstan	2018	ncbi
SAMN09101646	United Kingdom	2016	ncbi
SAMN09756086	Moldova	2014	ncbi
SAMEA1904707			ncbi
SAMN13194762	DR Congo	2018	ncbi
SAMN05577498	South Africa	2013	ncbi
SAMN09867626	South Africa	2015	ncbi
SAMEA3558515			ncbi
SAMEA2710834			ncbi
SAMEA3671388			ncbi
SAMN13051703	Kazakhstan	2017	ncbi
SAMN08892512			ncbi
SAMEA3875799	Canada	2009	ncbi
SAMEA1569236	Malawi	2006	ncbi
SAMN07999092	China	2014	ncbi
SAMEA104362118			ncbi
SAMEA104362329			ncbi
SAMN05575185	South Africa	2013	ncbi
SAMN07766307	Canada	2012	ncbi
SAMEA1574847			ncbi
SAMEA1019088	United Kingdom	2009	ncbi
SAMEA104447322	Denmark	2008	ncbi
SAMN08612798			ncbi
SAMN05576951	South Africa	2013	ncbi
SAMN08708467			ncbi
SAMN09100486	United Kingdom	2015	ncbi
SAMN05577591	South Africa	2013	ncbi
SAMN05576378	South Africa	2013	ncbi
SAMEA5562126			ncbi
SAMEA104446943	Denmark	1997	ncbi
SAMEA2160305			ncbi
SAMN06055511	Vietnam	2010	ncbi
SAMN05576628	South Africa	2013	ncbi
SAMEA104153390	United Kingdom	2015	ncbi
SAMEA1688536	Malawi	2007	ncbi
SAMN08214784	Canada	2004	ncbi
SAMEA5561549			ncbi
SAMEA2343215			ncbi
SAMEA5626306			ncbi
SAMN08376186	Indonesia	2014	ncbi
SAMN13194414	DR Congo	2018	ncbi
SAMN08612778			ncbi
SAMN13194344	DR Congo	2018	ncbi
SAMN08626001	China	2007	ncbi
SAMEA2343284			ncbi
SAMEA1530711	Malawi	1999	ncbi
SAMN09399477	Azerbaijan	2017	ncbi
SAMN05276457	United Kingdom	2015	ncbi
SAMN10462553	Switzerland	2005	ncbi
SAMN05209826	Romania	2015	ncbi
SAMN08862888			ncbi
SAMN08795208			ncbi
SAMN10462616	Nepal	2010	ncbi
SAMN05575430	South Africa	2013	ncbi
SAMEA1904714			ncbi
SAMN06849025	Romania	2015	ncbi
SAMN09102223	United Kingdom	2014	ncbi
SAMEA3491433			ncbi
SAMEA1530965	Malawi	1998	ncbi
SAMEA2710922			ncbi
SAMN05276337	United Kingdom	2015	ncbi
SAMEA1903088			ncbi
SAMN05576158	South Africa	2013	ncbi
SAMEA1569220	Malawi	1998	ncbi
SAMN13051679	Kazakhstan	2018	ncbi
SAMEA1061598			ncbi
SAMN08708792			ncbi
SAMN02594476	United States	2013	ncbi
SAMN08892487			ncbi
SAMN08214880	Canada	2006	ncbi
SAMN09100567	United Kingdom	2017	ncbi
SAMN04276818	Cote d'Ivoire		ncbi
SAMN08376277	Indonesia	2015	ncbi
SAMN03246712	China	2007	ncbi
SAMN03246204	China	2007	ncbi
SAMN08626315	China	2007	ncbi
SAMEA1019085	United Kingdom	2008	ncbi
SAMEA5562527	South Africa	2015	ncbi
SAMN05576349	South Africa	2013	ncbi
SAMEA4744275	Brazil	2011	ncbi
SAMN07659819	United Kingdom	2016	ncbi
SAMEA104718875	Netherlands	2016	ncbi
SAMN06579135	India	2015	ncbi
SAMEA1708354	Malawi	1997	ncbi
SAMEA3182852			ncbi
SAMN06221312	Philippines	2008	ncbi
SAMEA4242269			ncbi
SAMN07373534	Canada		ncbi
SAMN08612741			ncbi
SAMN08626075	China	2007	ncbi
SAMN03246340	China	2007	ncbi
SAMEA1300685			ncbi
SAMEA5569700			ncbi
SAMN09425806	Switzerland		ncbi
SAMN08851395	United States	2018	ncbi
SAMN09651668	Georgia	2012	ncbi
SAMEA4752946			ncbi
SAMEA5569965			ncbi
SAMEA4744330	Brazil	2009	ncbi
SAMEA2343264			ncbi
SAMN08214934	Canada	2006	ncbi
SAMEA4370633	Kazakhstan	2014	ncbi
SAMN08619635	Botswana		ncbi
SAMEA1485262	Malawi	2004	ncbi
SAMN06055858	Vietnam	2009	ncbi
SAMEA1707890			ncbi
SAMN09756217	Moldova	2014	ncbi
SAMN04452658	United Kingdom	2015	ncbi
SAMEA4501326	Nigeria	2012	ncbi
SAMN05806770	Bangladesh	2008	ncbi
SAMN13051712	Kazakhstan	2017	ncbi
SAMEA1877112			ncbi
SAMN07213094	Canada	2002	ncbi
SAMEA3231585	Argentina	2013	ncbi
SAMN09715549	Romania	2016	ncbi
SAMN04452653	United Kingdom	2015	ncbi
SAMN07344536	Djibouti		ncbi
SAMN04452466	United Kingdom	2015	ncbi
SAMN12551207	China	2017	ncbi
SAMN09099607	United Kingdom	2016	ncbi
SAMEA1016193	Russia	2008	ncbi
SAMN08708909			ncbi
SAMN05576404	South Africa	2013	ncbi
SAMN04633272	Moldova	2015	ncbi
SAMEA104362271			ncbi
SAMEA1485222	Malawi	2003	ncbi
SAMN07251117	Thailand	2007	ncbi
SAMN09380062	Brazil	2009	ncbi
SAMEA1403679	Russia	2008	ncbi
SAMEA2267053			ncbi
SAMN05577602	South Africa	2013	ncbi
SAMEA1904098			ncbi
SAMN13108517	Thailand	2008	ncbi
SAMEA1569117	Malawi	2003	ncbi
SAMEA2710843			ncbi
SAMEA1574146			ncbi
SAMEA2040668			ncbi
SAMN08612722			ncbi
SAMN03225261	United Kingdom	2013	ncbi
SAMEA4099666			ncbi
SAMN08794936			ncbi
SAMEA2783182			ncbi
SAMN08347696	Belarus	2012	ncbi
SAMEA5626287			ncbi
SAMN08629527			ncbi
SAMEA104684927			ncbi
SAMN08708963			ncbi
SAMN06221074	India	2009	ncbi
SAMEA3671356			ncbi
SAMEA1300189			ncbi
SAMN08913351			ncbi
SAMN04521975	South Africa		ncbi
SAMN13194966	DR Congo	2018	ncbi
SAMN07658731	United Kingdom	2016	ncbi
SAMN06092608	Vietnam	2010	ncbi
SAMN08215419	Canada	2013	ncbi
SAMEA1556526	Malawi	2006	ncbi
SAMN13194229	DR Congo	2018	ncbi
SAMEA5190501	Tunisia	2015	ncbi
SAMEA1016142	Russia	2009	ncbi
SAMEA919815			ncbi
SAMN13169534	Moldova	2017	ncbi
SAMN12551356	China	2014	ncbi
SAMN06055720	Vietnam	2009	ncbi
SAMN05575840	South Africa	2013	ncbi
SAMN08912781			ncbi
SAMEA2028717			ncbi
SAMEA5366651			ncbi
SAMN10593069	Russia	2017	ncbi
SAMN05576907	South Africa	2013	ncbi
SAMN12389124	Hong Kong		ncbi
SAMN13194215	DR Congo	2018	ncbi
SAMN09756399			ncbi
SAMN00621508			ncbi
SAMN07373462	Canada		ncbi
SAMN07766063	Canada	2008	ncbi
SAMN07603311	Australia	2011	ncbi
SAMEA3374930			ncbi
SAMN06052308	Uganda	2008	ncbi
SAMEA3374968			ncbi
